"","celltype","accession","counts"
"4351","NK+T","p46c_LUNG",0
"4352","Plasma+B","p46c_LUNG",0
"4353","Secretory","p46c_LUNG",39
"4354","Stromal","p46c_LUNG",0
"4355","Airway Epithelial","p47c_LUNG",0
"4356","AT1","p47c_LUNG",0
"4357","AT2","p47c_LUNG",0
"4358","Basal","p47c_LUNG",9
"4359","Ciliated","p47c_LUNG",1
"4360","DC","p47c_LUNG",0
"4361","Endothelial","p47c_LUNG",0
"4362","Fibroblast","p47c_LUNG",0
"4363","Macrophages","p47c_LUNG",0
"4364","Monocytes","p47c_LUNG",0
"4365","NK+T","p47c_LUNG",0
"4366","Plasma+B","p47c_LUNG",0
"4367","Secretory","p47c_LUNG",12
"4368","Stromal","p47c_LUNG",0
"4369","Airway Epithelial","p50c_LUNG",0
"4370","AT1","p50c_LUNG",0
"4371","AT2","p50c_LUNG",0
"4372","Basal","p50c_LUNG",6
"4373","Ciliated","p50c_LUNG",3
"4374","DC","p50c_LUNG",0
"4375","Endothelial","p50c_LUNG",0
"4376","Fibroblast","p50c_LUNG",0
"4377","Macrophages","p50c_LUNG",0
"4378","Monocytes","p50c_LUNG",0
"4379","NK+T","p50c_LUNG",0
"4380","Plasma+B","p50c_LUNG",0
"4381","Secretory","p50c_LUNG",65
"4382","Stromal","p50c_LUNG",0
"4383","Airway Epithelial","p51c_LUNG",0
"4384","AT1","p51c_LUNG",0
"4385","AT2","p51c_LUNG",0
"4386","Basal","p51c_LUNG",8
"4387","Ciliated","p51c_LUNG",10
"4388","DC","p51c_LUNG",0
"4389","Endothelial","p51c_LUNG",0
"4390","Fibroblast","p51c_LUNG",0
"4391","Macrophages","p51c_LUNG",0
"4392","Monocytes","p51c_LUNG",0
"4393","NK+T","p51c_LUNG",0
"4394","Plasma+B","p51c_LUNG",0
"4395","Secretory","p51c_LUNG",25
"4396","Stromal","p51c_LUNG",0
"4397","Airway Epithelial","proximal_3_LUNG",0
"4398","AT1","proximal_3_LUNG",0
"4399","AT2","proximal_3_LUNG",0
"4400","Basal","proximal_3_LUNG",0
"4401","Ciliated","proximal_3_LUNG",0
"4402","DC","proximal_3_LUNG",0
"4403","Endothelial","proximal_3_LUNG",0
"4404","Fibroblast","proximal_3_LUNG",0
"4405","Macrophages","proximal_3_LUNG",0
"4406","Monocytes","proximal_3_LUNG",1
"4407","NK+T","proximal_3_LUNG",0
"4408","Plasma+B","proximal_3_LUNG",0
"4409","Secretory","proximal_3_LUNG",0
"4410","Stromal","proximal_3_LUNG",0
"4411","Airway Epithelial","QZY9VQng_LUNG",1
"4412","AT1","QZY9VQng_LUNG",6
"4413","AT2","QZY9VQng_LUNG",8
"4414","Basal","QZY9VQng_LUNG",0
"4415","Ciliated","QZY9VQng_LUNG",0
"4416","DC","QZY9VQng_LUNG",2
"4417","Endothelial","QZY9VQng_LUNG",2
"4418","Fibroblast","QZY9VQng_LUNG",0
"4419","Macrophages","QZY9VQng_LUNG",1
"4420","Monocytes","QZY9VQng_LUNG",0
"4421","NK+T","QZY9VQng_LUNG",0
"4422","Plasma+B","QZY9VQng_LUNG",1
"4423","Secretory","QZY9VQng_LUNG",0
"4424","Stromal","QZY9VQng_LUNG",2
"4425","Airway Epithelial","RU675_N",0
"4426","AT1","RU675_N",0
"4427","AT2","RU675_N",0
"4428","Basal","RU675_N",0
"4429","Ciliated","RU675_N",0
"4430","DC","RU675_N",2
"4431","Endothelial","RU675_N",0
"4432","Fibroblast","RU675_N",0
"4433","Macrophages","RU675_N",3
"4434","Monocytes","RU675_N",1
"4435","NK+T","RU675_N",8
"4436","Plasma+B","RU675_N",3
"4437","Secretory","RU675_N",1
"4438","Stromal","RU675_N",0
"4439","Airway Epithelial","RU682_N",0
"4440","AT1","RU682_N",0
"4441","AT2","RU682_N",0
"4442","Basal","RU682_N",0
"4443","Ciliated","RU682_N",1
"4444","DC","RU682_N",3
"4445","Endothelial","RU682_N",0
"4446","Fibroblast","RU682_N",0
"4447","Macrophages","RU682_N",5
"4448","Monocytes","RU682_N",3
"4449","NK+T","RU682_N",6
"4450","Plasma+B","RU682_N",0
"4451","Secretory","RU682_N",1
"4452","Stromal","RU682_N",0
"4453","Airway Epithelial","RU684_N",0
"4454","AT1","RU684_N",0
"4455","AT2","RU684_N",1
"4456","Basal","RU684_N",0
"4457","Ciliated","RU684_N",0
"4458","DC","RU684_N",3
"4459","Endothelial","RU684_N",0
"4460","Fibroblast","RU684_N",0
"4461","Macrophages","RU684_N",0
"4462","Monocytes","RU684_N",1
"4463","NK+T","RU684_N",12
"4464","Plasma+B","RU684_N",2
"4465","Secretory","RU684_N",0
"4466","Stromal","RU684_N",0
"4467","Airway Epithelial","RU685_N",0
"4468","AT1","RU685_N",2
"4469","AT2","RU685_N",2
"4470","Basal","RU685_N",0
"4471","Ciliated","RU685_N",2
"4472","DC","RU685_N",0
"4473","Endothelial","RU685_N",0
"4474","Fibroblast","RU685_N",0
"4475","Macrophages","RU685_N",0
"4476","Monocytes","RU685_N",7
"4477","NK+T","RU685_N",13
"4478","Plasma+B","RU685_N",1
"4479","Secretory","RU685_N",0
"4480","Stromal","RU685_N",0
"4481","Airway Epithelial","S4ECX8ng_LUNG",4
"4482","AT1","S4ECX8ng_LUNG",3
"4483","AT2","S4ECX8ng_LUNG",5
"4484","Basal","S4ECX8ng_LUNG",0
"4485","Ciliated","S4ECX8ng_LUNG",5
"4486","DC","S4ECX8ng_LUNG",0
"4487","Endothelial","S4ECX8ng_LUNG",1
"4488","Fibroblast","S4ECX8ng_LUNG",0
"4489","Macrophages","S4ECX8ng_LUNG",1
"4490","Monocytes","S4ECX8ng_LUNG",1
"4491","NK+T","S4ECX8ng_LUNG",0
"4492","Plasma+B","S4ECX8ng_LUNG",0
"4493","Secretory","S4ECX8ng_LUNG",8
"4494","Stromal","S4ECX8ng_LUNG",0
"4495","Airway Epithelial","sample10",2
"4496","AT1","sample10",0
"4497","AT2","sample10",0
"4498","Basal","sample10",1
"4499","Ciliated","sample10",0
"4500","DC","sample10",0
"4501","Endothelial","sample10",0
"4502","Fibroblast","sample10",0
"4503","Macrophages","sample10",0
"4504","Monocytes","sample10",0
"4505","NK+T","sample10",0
"4506","Plasma+B","sample10",0
"4507","Secretory","sample10",1
"4508","Stromal","sample10",0
"4509","Airway Epithelial","sample11",1
"4510","AT1","sample11",0
"4511","AT2","sample11",0
"4512","Basal","sample11",0
"4513","Ciliated","sample11",0
"4514","DC","sample11",0
"4515","Endothelial","sample11",0
"4516","Fibroblast","sample11",0
"4517","Macrophages","sample11",0
"4518","Monocytes","sample11",0
"4519","NK+T","sample11",0
"4520","Plasma+B","sample11",0
"4521","Secretory","sample11",0
"4522","Stromal","sample11",0
"4523","Airway Epithelial","sample4",0
"4524","AT1","sample4",1
"4525","AT2","sample4",0
"4526","Basal","sample4",0
"4527","Ciliated","sample4",1
"4528","DC","sample4",0
"4529","Endothelial","sample4",0
"4530","Fibroblast","sample4",0
"4531","Macrophages","sample4",0
"4532","Monocytes","sample4",0
"4533","NK+T","sample4",0
"4534","Plasma+B","sample4",0
"4535","Secretory","sample4",3
"4536","Stromal","sample4",0
"4537","Airway Epithelial","sample8",2
"4538","AT1","sample8",1
"4539","AT2","sample8",0
"4540","Basal","sample8",0
"4541","Ciliated","sample8",0
"4542","DC","sample8",0
"4543","Endothelial","sample8",0
"4544","Fibroblast","sample8",0
"4545","Macrophages","sample8",0
"4546","Monocytes","sample8",0
"4547","NK+T","sample8",0
"4548","Plasma+B","sample8",0
"4549","Secretory","sample8",0
"4550","Stromal","sample8",0
"4551","Airway Epithelial","sample9",2
"4552","AT1","sample9",0
"4553","AT2","sample9",0
"4554","Basal","sample9",2
"4555","Ciliated","sample9",0
"4556","DC","sample9",0
"4557","Endothelial","sample9",0
"4558","Fibroblast","sample9",0
"4559","Macrophages","sample9",0
"4560","Monocytes","sample9",0
"4561","NK+T","sample9",0
"4562","Plasma+B","sample9",0
"4563","Secretory","sample9",0
"4564","Stromal","sample9",0
"4565","Airway Epithelial","SHMI57ng_LUNG",8
"4566","AT1","SHMI57ng_LUNG",3
"4567","AT2","SHMI57ng_LUNG",6
"4568","Basal","SHMI57ng_LUNG",0
"4569","Ciliated","SHMI57ng_LUNG",2
"4570","DC","SHMI57ng_LUNG",1
"4571","Endothelial","SHMI57ng_LUNG",1
"4572","Fibroblast","SHMI57ng_LUNG",0
"4573","Macrophages","SHMI57ng_LUNG",1
"4574","Monocytes","SHMI57ng_LUNG",0
"4575","NK+T","SHMI57ng_LUNG",0
"4576","Plasma+B","SHMI57ng_LUNG",0
"4577","Secretory","SHMI57ng_LUNG",2
"4578","Stromal","SHMI57ng_LUNG",0
"4579","Airway Epithelial","Travaglini_Krasnow_2020_distal 1a",0
"4580","AT1","Travaglini_Krasnow_2020_distal 1a",0
"4581","AT2","Travaglini_Krasnow_2020_distal 1a",2
"4582","Basal","Travaglini_Krasnow_2020_distal 1a",0
"4583","Ciliated","Travaglini_Krasnow_2020_distal 1a",0
"4584","DC","Travaglini_Krasnow_2020_distal 1a",0
"4585","Endothelial","Travaglini_Krasnow_2020_distal 1a",1
"4586","Fibroblast","Travaglini_Krasnow_2020_distal 1a",0
"4587","Macrophages","Travaglini_Krasnow_2020_distal 1a",0
"4588","Monocytes","Travaglini_Krasnow_2020_distal 1a",0
"4589","NK+T","Travaglini_Krasnow_2020_distal 1a",2
"4590","Plasma+B","Travaglini_Krasnow_2020_distal 1a",0
"4591","Secretory","Travaglini_Krasnow_2020_distal 1a",6
"4592","Stromal","Travaglini_Krasnow_2020_distal 1a",4
"4593","Airway Epithelial","Travaglini_Krasnow_2020_distal 1b",1
"4594","AT1","Travaglini_Krasnow_2020_distal 1b",1
"4595","AT2","Travaglini_Krasnow_2020_distal 1b",0
"4596","Basal","Travaglini_Krasnow_2020_distal 1b",0
"4597","Ciliated","Travaglini_Krasnow_2020_distal 1b",0
"4598","DC","Travaglini_Krasnow_2020_distal 1b",0
"4599","Endothelial","Travaglini_Krasnow_2020_distal 1b",3
"4600","Fibroblast","Travaglini_Krasnow_2020_distal 1b",1
"4601","Macrophages","Travaglini_Krasnow_2020_distal 1b",0
"4602","Monocytes","Travaglini_Krasnow_2020_distal 1b",1
"4603","NK+T","Travaglini_Krasnow_2020_distal 1b",7
"4604","Plasma+B","Travaglini_Krasnow_2020_distal 1b",0
"4605","Secretory","Travaglini_Krasnow_2020_distal 1b",8
"4606","Stromal","Travaglini_Krasnow_2020_distal 1b",4
"4607","Airway Epithelial","Travaglini_Krasnow_2020_distal 2",0
"4608","AT1","Travaglini_Krasnow_2020_distal 2",1
"4609","AT2","Travaglini_Krasnow_2020_distal 2",1
"4610","Basal","Travaglini_Krasnow_2020_distal 2",1
"4611","Ciliated","Travaglini_Krasnow_2020_distal 2",1
"4612","DC","Travaglini_Krasnow_2020_distal 2",0
"4613","Endothelial","Travaglini_Krasnow_2020_distal 2",6
"4614","Fibroblast","Travaglini_Krasnow_2020_distal 2",0
"4615","Macrophages","Travaglini_Krasnow_2020_distal 2",0
"4616","Monocytes","Travaglini_Krasnow_2020_distal 2",0
"4617","NK+T","Travaglini_Krasnow_2020_distal 2",2
"4618","Plasma+B","Travaglini_Krasnow_2020_distal 2",0
"4619","Secretory","Travaglini_Krasnow_2020_distal 2",1
"4620","Stromal","Travaglini_Krasnow_2020_distal 2",1
"4621","Airway Epithelial","Travaglini_Krasnow_2020_distal 3",0
"4622","AT1","Travaglini_Krasnow_2020_distal 3",2
"4623","AT2","Travaglini_Krasnow_2020_distal 3",0
"4624","Basal","Travaglini_Krasnow_2020_distal 3",1
"4625","Ciliated","Travaglini_Krasnow_2020_distal 3",0
"4626","DC","Travaglini_Krasnow_2020_distal 3",0
"4627","Endothelial","Travaglini_Krasnow_2020_distal 3",1
"4628","Fibroblast","Travaglini_Krasnow_2020_distal 3",1
"4629","Macrophages","Travaglini_Krasnow_2020_distal 3",0
"4630","Monocytes","Travaglini_Krasnow_2020_distal 3",0
"4631","NK+T","Travaglini_Krasnow_2020_distal 3",2
"4632","Plasma+B","Travaglini_Krasnow_2020_distal 3",0
"4633","Secretory","Travaglini_Krasnow_2020_distal 3",3
"4634","Stromal","Travaglini_Krasnow_2020_distal 3",0
"4635","Airway Epithelial","Travaglini_Krasnow_2020_medial 2",0
"4636","AT1","Travaglini_Krasnow_2020_medial 2",1
"4637","AT2","Travaglini_Krasnow_2020_medial 2",1
"4638","Basal","Travaglini_Krasnow_2020_medial 2",0
"4639","Ciliated","Travaglini_Krasnow_2020_medial 2",0
"4640","DC","Travaglini_Krasnow_2020_medial 2",0
"4641","Endothelial","Travaglini_Krasnow_2020_medial 2",2
"4642","Fibroblast","Travaglini_Krasnow_2020_medial 2",0
"4643","Macrophages","Travaglini_Krasnow_2020_medial 2",0
"4644","Monocytes","Travaglini_Krasnow_2020_medial 2",0
"4645","NK+T","Travaglini_Krasnow_2020_medial 2",1
"4646","Plasma+B","Travaglini_Krasnow_2020_medial 2",0
"4647","Secretory","Travaglini_Krasnow_2020_medial 2",0
"4648","Stromal","Travaglini_Krasnow_2020_medial 2",0
"4649","Airway Epithelial","Travaglini_Krasnow_2020_medial 3",0
"4650","AT1","Travaglini_Krasnow_2020_medial 3",1
"4651","AT2","Travaglini_Krasnow_2020_medial 3",0
"4652","Basal","Travaglini_Krasnow_2020_medial 3",1
"4653","Ciliated","Travaglini_Krasnow_2020_medial 3",0
"4654","DC","Travaglini_Krasnow_2020_medial 3",0
"4655","Endothelial","Travaglini_Krasnow_2020_medial 3",1
"4656","Fibroblast","Travaglini_Krasnow_2020_medial 3",1
"4657","Macrophages","Travaglini_Krasnow_2020_medial 3",0
"4658","Monocytes","Travaglini_Krasnow_2020_medial 3",0
"4659","NK+T","Travaglini_Krasnow_2020_medial 3",0
"4660","Plasma+B","Travaglini_Krasnow_2020_medial 3",0
"4661","Secretory","Travaglini_Krasnow_2020_medial 3",0
"4662","Stromal","Travaglini_Krasnow_2020_medial 3",0
"4663","Airway Epithelial","Travaglini_Krasnow_2020_proximal 3",0
"4664","AT1","Travaglini_Krasnow_2020_proximal 3",0
"4665","AT2","Travaglini_Krasnow_2020_proximal 3",0
"4666","Basal","Travaglini_Krasnow_2020_proximal 3",0
"4667","Ciliated","Travaglini_Krasnow_2020_proximal 3",0
"4668","DC","Travaglini_Krasnow_2020_proximal 3",0
"4669","Endothelial","Travaglini_Krasnow_2020_proximal 3",0
"4670","Fibroblast","Travaglini_Krasnow_2020_proximal 3",0
"4671","Macrophages","Travaglini_Krasnow_2020_proximal 3",0
"4672","Monocytes","Travaglini_Krasnow_2020_proximal 3",0
"4673","NK+T","Travaglini_Krasnow_2020_proximal 3",3
"4674","Plasma+B","Travaglini_Krasnow_2020_proximal 3",0
"4675","Secretory","Travaglini_Krasnow_2020_proximal 3",0
"4676","Stromal","Travaglini_Krasnow_2020_proximal 3",0
"4677","Airway Epithelial","Vieira_Teichmann_2019_Dropseq_1",0
"4678","AT1","Vieira_Teichmann_2019_Dropseq_1",3
"4679","AT2","Vieira_Teichmann_2019_Dropseq_1",3
"4680","Basal","Vieira_Teichmann_2019_Dropseq_1",0
"4681","Ciliated","Vieira_Teichmann_2019_Dropseq_1",2
"4682","DC","Vieira_Teichmann_2019_Dropseq_1",0
"4683","Endothelial","Vieira_Teichmann_2019_Dropseq_1",0
"4684","Fibroblast","Vieira_Teichmann_2019_Dropseq_1",0
"4685","Macrophages","Vieira_Teichmann_2019_Dropseq_1",0
"4686","Monocytes","Vieira_Teichmann_2019_Dropseq_1",1
"4687","NK+T","Vieira_Teichmann_2019_Dropseq_1",0
"4688","Plasma+B","Vieira_Teichmann_2019_Dropseq_1",0
"4689","Secretory","Vieira_Teichmann_2019_Dropseq_1",0
"4690","Stromal","Vieira_Teichmann_2019_Dropseq_1",0
"4691","Airway Epithelial","Vieira_Teichmann_2019_Dropseq_2",0
"4692","AT1","Vieira_Teichmann_2019_Dropseq_2",0
"4693","AT2","Vieira_Teichmann_2019_Dropseq_2",4
"4694","Basal","Vieira_Teichmann_2019_Dropseq_2",0
"4695","Ciliated","Vieira_Teichmann_2019_Dropseq_2",2
"4696","DC","Vieira_Teichmann_2019_Dropseq_2",0
"4697","Endothelial","Vieira_Teichmann_2019_Dropseq_2",0
"4698","Fibroblast","Vieira_Teichmann_2019_Dropseq_2",0
"4699","Macrophages","Vieira_Teichmann_2019_Dropseq_2",4
"4700","Monocytes","Vieira_Teichmann_2019_Dropseq_2",0
"4701","NK+T","Vieira_Teichmann_2019_Dropseq_2",2
"4702","Plasma+B","Vieira_Teichmann_2019_Dropseq_2",0
"4703","Secretory","Vieira_Teichmann_2019_Dropseq_2",1
"4704","Stromal","Vieira_Teichmann_2019_Dropseq_2",0
"4705","Airway Epithelial","ZM3KACng_LUNG",0
"4706","AT1","ZM3KACng_LUNG",5
"4707","AT2","ZM3KACng_LUNG",1
"4708","Basal","ZM3KACng_LUNG",0
"4709","Ciliated","ZM3KACng_LUNG",4
"4710","DC","ZM3KACng_LUNG",1
"4711","Endothelial","ZM3KACng_LUNG",0
"4712","Fibroblast","ZM3KACng_LUNG",0
"4713","Macrophages","ZM3KACng_LUNG",0
"4714","Monocytes","ZM3KACng_LUNG",0
"4715","NK+T","ZM3KACng_LUNG",0
"4716","Plasma+B","ZM3KACng_LUNG",0
"4717","Secretory","ZM3KACng_LUNG",8
"4718","Stromal","ZM3KACng_LUNG",0
